user_id,age_group,is_senior,device_type,access_time_cluster,session_count,tap_path_entropy,task_time_sec,misclicks,first_click_sec,scroll_depth,entry_count_F01,last_access_days_F01,success_rate_F01,entry_count_F02,last_access_days_F02,success_rate_F02,entry_count_F03,last_access_days_F03,success_rate_F03,entry_count_F04,last_access_days_F04,success_rate_F04,entry_count_F05,last_access_days_F05,success_rate_F05,entry_count_F06,last_access_days_F06,success_rate_F06,entry_count_F07,last_access_days_F07,success_rate_F07,entry_count_F08,last_access_days_F08,success_rate_F08,entry_count_F09,last_access_days_F09,success_rate_F09,entry_count_F10,last_access_days_F10,success_rate_F10,entry_count_F11,last_access_days_F11,success_rate_F11,entry_count_F12,last_access_days_F12,success_rate_F12,entry_count_F13,last_access_days_F13,success_rate_F13,entry_count_F14,last_access_days_F14,success_rate_F14,entry_count_F15,last_access_days_F15,success_rate_F15,entry_count_F16,last_access_days_F16,success_rate_F16,density_level
865f46b5-ddfa-4e34-84d4-21933659b269,20s,False,iOS,afternoon,11,3.71,60.6,1,2.98,0.81,15,28,0.769,12,37,0.651,14,39,0.812,17,40,1.0,17,22,0.699,8,10,0.505,4,2,0.554,16,13,0.553,3,3,0.583,8,31,0.641,18,28,0.732,7,26,0.485,5,23,0.508,1,12,0.78,19,36,0.615,17,10,0.567,LOW
ef3f6686-8944-48d3-82c1-462804d06c5f,20s,False,Android,morning,11,2.4,17.8,2,2.21,0.57,5,1,0.945,18,13,0.739,18,0,0.961,14,38,0.976,0,6,0.0,1,20,0.587,8,33,0.798,18,24,0.725,16,20,0.599,1,6,0.504,6,2,1.0,4,44,0.66,10,13,0.694,8,33,0.637,13,35,0.557,11,36,0.756,HIGH
bc056b64-1f5f-4c6f-b2c1-7ca1482aaa19,60s,True,Android,evening,1,3.2,24.30693458468842,1,0.9269456302607568,0.85,16,44,0.541,0,16,0.0,6,27,0.517,1,10,0.698,7,27,0.657,14,13,0.695,15,44,0.747,0,3,0.0,12,26,0.656,8,8,0.276,5,29,0.715,9,17,0.64,19,28,0.645,0,35,0.0,4,29,0.665,8,37,0.688,MID
80f6a819-72c5-4dce-8cd7-900138819294,60s,True,Android,morning,3,3.48,9.352980870501893,2,4.338147080880636,0.52,10,39,0.797,0,33,0.0,18,13,0.585,1,23,0.7,19,29,0.616,8,3,0.854,11,33,0.577,7,24,0.79,3,4,1.0,4,29,0.638,6,36,0.598,15,23,0.638,14,10,0.718,1,28,0.891,11,16,0.512,13,40,0.386,MID
9fd44d04-bbb7-4330-b91e-a069d2c5a4d3,70s,True,Android,morning,10,0.91,22.89173887411869,1,1.7605530660967426,0.06,10,27,0.645,1,32,0.543,3,39,0.813,4,2,0.786,6,34,0.861,8,17,0.708,13,2,0.601,6,7,0.771,15,0,0.639,1,39,0.939,18,41,0.629,13,20,0.694,9,2,0.825,8,22,0.932,13,23,0.843,3,10,0.867,HIGH
c05f2fa9-3587-4fb7-b720-b32a9b5d605b,30s,False,Android,evening,11,3.35,19.2,3,1.3,0.18,14,44,0.492,12,25,0.617,11,21,0.708,7,0,0.685,0,18,0.0,13,27,0.728,7,21,0.981,2,42,0.953,13,15,0.7,10,4,0.7,3,13,0.623,1,31,0.779,1,25,0.646,0,14,0.0,3,4,0.615,18,41,0.817,HIGH
0db701ec-dea4-479f-a965-320bb613d958,70s,True,iOS,morning,10,1.55,8.382691054557267,3,2.2952675219395773,0.24,12,15,1.0,4,10,0.63,14,34,0.649,0,6,0.0,11,33,0.72,10,30,0.622,17,42,0.741,16,43,0.843,15,14,0.865,18,15,0.445,4,40,1.0,10,0,0.617,14,44,0.809,15,37,0.905,17,26,0.686,12,10,0.872,MID
080bde5b-86e1-4b97-bfaa-8375b02216d3,30s,False,iOS,night,3,1.72,5.9,0,4.49,0.2,12,24,0.856,14,1,1.0,3,43,0.76,13,1,0.844,9,22,0.958,15,30,0.911,1,9,0.695,2,13,0.739,0,12,0.0,14,34,0.595,12,40,0.448,11,35,0.515,8,13,0.797,14,36,0.434,0,28,0.0,3,24,0.708,HIGH
6bae3986-1bfa-49ab-babc-b7be811dd7b0,40s,False,iOS,evening,7,3.24,4.2,2,2.4,0.34,19,10,0.574,9,25,0.517,2,27,0.68,0,3,0.0,7,29,0.626,12,8,0.845,10,30,0.869,1,26,0.732,6,41,0.835,2,15,0.58,16,35,0.767,2,30,0.928,0,16,0.0,11,44,0.516,12,27,0.58,16,28,1.0,HIGH
cbe857cc-6f53-46fa-be64-ba01e4124170,40s,False,iOS,morning,4,1.68,37.9,0,1.97,0.45,0,13,0.0,14,7,0.32,7,21,0.418,4,32,0.877,9,1,0.778,7,7,0.736,4,44,0.793,10,14,0.426,1,22,0.668,1,7,0.603,18,4,0.724,11,35,0.73,10,32,0.786,18,12,0.81,1,44,0.432,0,5,0.0,MID
296d6f4d-aff7-4c6b-b2cf-eecfff8e1849,60s,True,iOS,morning,2,1.29,29.68159659945435,4,6.339005984399212,0.94,14,23,0.834,19,0,0.453,7,29,0.475,13,21,0.718,6,19,0.766,0,31,0.0,9,0,0.659,6,31,0.634,16,37,0.573,13,0,0.682,15,33,0.498,15,39,0.486,19,36,0.648,5,25,0.633,1,17,0.635,3,9,0.602,LOW
47967d5d-f869-4b4e-86e5-21b6b3b6b5aa,40s,False,Android,afternoon,8,3.52,29.5,0,3.8,0.56,10,25,0.812,3,27,0.672,14,44,0.697,4,2,0.653,19,23,0.785,16,40,0.648,16,7,0.768,9,35,0.732,2,24,0.417,12,13,0.777,13,38,0.718,19,17,0.892,4,34,0.52,15,41,0.735,16,4,0.627,5,7,0.431,MID
aecf5e5b-24ab-470c-b4f5-6d5111b51ca8,70s,True,iOS,night,11,1.88,5.681410670491105,1,0.42267960929262816,0.44,10,19,0.915,6,23,0.588,4,2,0.742,2,10,0.712,6,5,0.994,19,12,0.694,7,34,0.618,2,28,0.738,16,11,0.754,4,19,1.0,13,42,0.691,0,17,0.0,16,30,0.663,6,30,0.595,10,34,0.766,0,18,0.0,HIGH
b78bb7d2-dfff-4c68-8181-f897da967709,60s,True,Android,morning,5,2.83,7.657197200278829,0,2.520733735054416,0.35,9,18,0.814,6,6,0.892,2,15,0.719,7,0,0.797,2,37,0.77,18,39,0.727,17,18,0.818,10,37,0.482,17,10,0.579,4,18,0.547,1,21,0.686,5,26,0.642,17,38,0.632,4,16,0.856,0,31,0.0,11,44,0.284,HIGH
75dffb1e-5567-4ab1-b45d-edc9400fcc2a,30s,False,iOS,morning,4,1.46,30.8,1,0.3,0.92,7,4,0.861,19,28,0.664,15,29,0.662,4,18,0.856,12,31,0.863,0,23,0.0,8,9,0.678,1,16,0.681,9,18,0.697,0,25,0.0,3,31,0.883,0,31,0.0,10,0,0.843,0,31,0.0,8,36,0.745,12,29,0.906,HIGH
cdde499f-3523-4fd7-bf80-3b95b355d192,40s,False,iOS,afternoon,9,2.97,15.1,0,2.0,0.53,14,40,0.869,15,32,0.726,5,30,0.548,4,3,0.479,3,31,0.824,8,16,0.92,0,34,0.0,6,9,0.815,6,44,0.671,0,36,0.0,0,28,0.0,18,1,0.594,15,33,0.836,18,18,0.67,13,4,0.763,17,20,0.618,HIGH
23628120-28db-48da-9618-587f053f2229,20s,False,Android,evening,5,3.31,15.0,0,1.71,0.42,2,21,0.79,10,35,1.0,14,31,0.457,16,27,0.594,8,8,0.714,3,33,0.931,8,2,1.0,12,30,0.455,15,19,0.424,12,8,0.778,6,40,0.671,5,22,0.698,3,13,0.703,10,38,0.513,16,2,0.759,9,33,0.777,HIGH
6f51b09f-2808-4353-afbd-495fb687bde8,30s,False,iOS,evening,4,3.76,27.3,2,2.69,0.12,11,9,0.72,14,2,0.437,0,28,0.0,11,24,0.959,19,3,0.759,16,6,0.467,10,8,0.969,8,34,0.615,10,36,0.907,11,23,0.436,0,17,0.0,3,20,0.68,7,34,0.625,7,31,0.712,11,21,0.646,3,23,0.615,HIGH
de294d45-bb2f-4a59-b1c7-871564012b62,60s,True,Android,night,7,1.73,14.274730065080275,1,5.963658685494821,0.39,10,29,0.538,7,20,0.591,5,11,0.593,11,10,0.627,9,34,0.762,9,5,0.645,13,38,0.82,3,23,0.499,1,40,0.802,15,1,0.907,9,28,0.688,4,24,0.528,2,13,0.765,14,33,0.69,11,42,0.737,10,20,0.825,MID
55d72dca-3270-42a0-8283-94cfda96c6e7,30s,False,Android,morning,8,0.87,16.1,1,3.13,0.14,18,8,0.594,17,42,0.814,8,25,0.732,11,19,0.891,8,17,0.683,14,36,0.564,18,6,0.692,19,26,0.824,2,9,0.626,9,30,0.629,9,12,0.706,15,1,0.69,13,23,0.633,12,43,0.862,13,3,0.669,6,32,0.763,HIGH
adbbfc86-ba6f-4c72-b1b2-2ee3e8a4b23e,40s,False,Android,night,8,2.07,20.0,1,3.99,0.43,3,40,0.688,12,37,0.642,12,8,0.638,9,23,0.398,19,10,0.779,18,42,0.612,8,24,0.566,7,13,0.856,12,31,0.338,0,41,0.0,1,10,0.663,0,23,0.0,9,30,0.675,17,13,0.455,3,25,0.754,15,18,0.628,HIGH
9cb7866a-dbd9-4121-a1d5-e48e0ee669ce,60s,True,iOS,afternoon,2,2.68,7.100806588477959,0,4.042713600202559,0.25,7,14,0.704,9,35,0.455,4,0,0.907,15,12,0.822,7,22,0.74,9,33,0.729,3,8,0.779,19,17,0.631,15,36,0.682,5,6,0.875,2,12,0.705,19,43,0.494,5,12,0.591,19,36,0.977,18,14,0.786,6,36,0.675,HIGH
054a9a3a-ffaa-4f18-8a09-92941b3feb3d,70s,True,Android,morning,8,1.9,45.20999076150541,3,0.9267644651692193,0.02,10,9,0.625,3,21,0.62,18,31,0.658,1,11,0.968,11,12,0.262,18,32,0.649,9,14,0.612,8,40,0.895,13,31,0.893,10,42,0.654,1,17,0.784,14,43,0.85,6,9,0.726,15,18,0.642,19,11,0.579,9,41,0.799,LOW
75d4e641-1d9a-4a18-b1ce-f6eef7a4de08,30s,False,Android,morning,9,3.33,8.1,1,4.65,0.21,4,41,0.773,3,34,0.602,4,17,0.869,18,36,0.574,8,15,0.711,4,36,0.76,13,28,0.648,16,7,0.874,18,14,0.522,9,25,0.646,12,19,0.675,13,36,0.781,8,34,0.826,1,11,0.614,4,34,0.762,8,22,0.494,HIGH
20b70e26-9805-4634-9c7d-f638d0c79fed,40s,False,Android,afternoon,2,2.85,49.6,0,3.0,0.06,8,8,0.966,16,44,0.581,8,2,0.442,9,13,0.605,9,11,0.359,17,19,0.854,15,30,0.416,2,42,0.572,18,43,0.517,15,36,0.707,3,5,0.939,2,2,0.76,7,8,0.494,13,0,1.0,15,31,0.741,8,23,0.837,MID
e33e0d49-6422-4821-9fce-0599ecae551c,40s,False,iOS,evening,7,2.85,6.7,2,1.7,0.99,4,28,0.724,8,3,0.837,1,40,0.783,18,13,0.781,11,37,0.769,11,43,0.71,3,14,0.464,10,36,0.659,0,10,0.0,10,32,0.644,4,36,0.721,12,15,0.745,17,31,0.72,14,20,0.879,12,5,0.453,11,44,0.651,HIGH
dc06c491-5874-470c-9e3f-ff4f87c2ee49,30s,False,Android,morning,5,2.67,30.1,0,0.78,0.2,4,30,0.585,15,3,0.793,15,8,0.857,11,0,0.853,15,22,0.427,8,20,0.579,16,39,0.556,16,25,0.793,10,31,0.441,17,13,0.581,19,31,0.669,4,27,0.808,2,0,0.697,12,5,0.741,16,35,0.664,8,15,0.839,HIGH
c84d15a9-ba2a-441d-80df-e5f5caa017c4,70s,True,iOS,afternoon,8,2.48,49.40909193631283,4,3.2410452679731585,0.18,5,28,0.744,15,17,0.873,11,18,0.631,5,39,0.502,3,29,0.619,19,3,0.741,12,5,0.682,17,25,0.555,0,43,0.0,19,24,0.869,5,17,0.638,7,1,0.707,14,28,0.672,18,26,0.625,0,38,0.0,15,44,1.0,LOW
c75326e2-f7f5-417e-b6da-b1db5e2c07df,30s,False,iOS,afternoon,6,3.31,28.6,1,3.5,0.18,16,29,0.864,11,37,0.822,13,41,0.774,12,8,0.578,7,9,0.397,0,28,0.0,2,13,0.523,10,19,0.723,3,35,0.756,8,13,0.769,17,26,0.618,1,15,0.715,2,21,0.868,4,21,0.959,15,27,0.72,19,11,0.873,MID
55497821-2475-4438-9077-e4180ccce3d2,40s,False,Android,morning,6,3.01,19.3,0,4.71,0.82,17,43,0.777,10,6,0.55,2,35,0.81,3,12,0.506,18,2,0.782,2,18,0.819,11,1,0.561,5,25,0.617,4,29,0.468,7,32,0.851,6,29,0.822,2,28,0.616,14,5,0.961,5,43,0.801,19,7,0.592,3,33,0.721,MID
b425276c-4772-4616-83ff-ac1e67d6ac3c,60s,True,Android,night,4,2.87,19.595339303804646,2,2.0722358189351673,0.68,1,4,0.574,14,42,0.651,14,18,0.435,12,34,0.893,16,27,0.599,18,17,0.745,1,19,0.766,10,10,0.864,8,11,0.733,14,9,0.685,5,4,0.846,13,6,0.764,9,20,0.662,15,14,0.901,4,32,0.776,5,4,0.513,MID
3f8283cd-c4f2-4cd8-96e1-ef6bd5fa1ba0,70s,True,Android,morning,1,3.72,58.71648546500523,2,5.813569556799078,0.56,9,5,0.521,15,10,0.729,17,32,0.771,17,39,0.665,4,34,0.702,16,34,0.549,1,1,0.827,4,3,0.737,9,35,0.573,19,13,0.743,15,42,0.748,2,24,0.71,6,16,0.352,9,9,0.644,1,27,0.825,0,42,0.0,LOW
d1242705-84cf-44de-a684-7d0ccc0ca679,60s,True,Android,afternoon,11,2.93,66.36997541720808,3,4.091221500595821,0.8,10,6,0.866,14,34,0.63,5,17,0.806,11,13,0.405,17,6,0.766,5,27,0.689,14,39,0.998,7,42,0.808,7,4,0.803,13,43,0.631,9,19,0.609,18,29,0.608,19,22,0.928,9,1,0.849,7,31,0.717,7,0,0.976,LOW
1f4506fb-1e6b-4a6b-8b6a-cb2e76cbb224,70s,True,iOS,evening,11,3.64,14.677515630562068,2,1.293536564443459,0.96,10,23,0.621,10,37,0.751,12,0,0.724,11,34,0.769,18,19,0.756,12,31,0.873,9,19,0.555,10,3,0.635,6,15,0.682,3,16,0.531,14,14,0.232,2,17,1.0,17,35,0.553,14,23,0.48,3,1,0.52,16,5,0.673,MID
6354f029-c3d0-49fe-a0d8-cb2039a1689e,70s,True,Android,evening,9,3.53,38.52284527667144,3,5.1041087145207165,0.65,17,25,0.613,17,35,0.863,5,10,0.711,11,43,0.717,8,38,0.501,13,18,0.627,18,36,0.838,15,29,0.752,14,43,0.803,16,5,0.695,18,19,0.84,5,38,0.5,10,11,0.669,18,19,0.775,9,18,0.456,16,13,0.319,LOW
1eebbc65-7ec8-454d-b8db-c492eaee81f4,30s,False,Android,afternoon,4,1.66,55.5,2,1.49,0.13,1,16,0.515,7,18,0.561,18,33,0.869,1,11,0.617,9,3,0.616,5,25,0.51,11,12,0.646,1,15,0.723,17,19,0.617,12,17,1.0,8,5,0.542,8,14,0.541,8,14,0.64,16,23,1.0,13,33,0.806,19,30,0.612,LOW
2feac78b-b750-4f72-91b5-186d4b6798ec,30s,False,Android,evening,8,1.73,44.1,3,1.42,0.68,14,43,0.798,7,41,0.763,16,31,0.631,13,41,0.923,8,24,0.592,1,40,0.478,12,9,0.73,3,10,0.856,9,2,0.689,7,33,0.505,10,33,0.718,8,6,0.737,9,42,0.753,7,43,0.721,13,3,0.878,11,38,0.533,MID
3fad2f19-a759-4a42-81d2-4fd3e9ad77b1,20s,False,iOS,night,1,1.75,1.5,0,4.01,0.24,5,12,0.826,4,43,0.646,4,41,0.937,10,40,0.523,1,7,0.933,2,13,0.562,1,1,0.665,8,30,0.443,14,2,0.908,10,31,0.685,6,6,1.0,14,33,0.864,0,1,0.0,16,40,0.702,10,8,0.669,15,8,0.58,HIGH
10a3735d-036a-4790-bf47-5035c016698f,60s,True,Android,evening,4,3.59,16.567815244363597,0,4.784367756120877,0.73,6,31,0.785,17,43,0.519,6,22,0.883,16,31,0.845,16,26,0.741,16,0,0.552,4,38,0.795,6,17,0.638,7,22,0.725,0,18,0.0,11,5,0.583,6,26,0.713,3,27,0.651,5,7,0.774,4,4,0.408,4,5,0.665,MID
d8ef7767-78d7-474c-ae27-5706707b008f,70s,True,Android,night,10,1.15,45.68536809502333,2,3.44928144889153,0.77,6,7,0.939,7,39,0.707,9,23,0.71,10,16,0.672,16,3,0.944,2,4,0.828,2,13,0.549,4,30,0.991,4,2,0.347,11,2,0.925,10,33,0.856,18,19,0.708,14,33,0.704,2,35,0.68,7,29,0.555,3,20,0.976,LOW
021da43d-9d3d-460d-aeb3-2dce76a33887,70s,True,iOS,afternoon,10,1.55,29.29817750070236,1,1.4015338327410096,0.47,17,15,1.0,1,12,0.801,14,39,0.605,1,12,0.801,7,6,0.568,12,30,0.632,7,8,0.747,15,14,0.847,0,9,0.0,6,2,0.933,15,6,0.705,4,18,0.87,15,4,0.867,9,22,0.569,13,38,0.828,7,43,0.914,MID
4fb5a142-515c-49be-9604-f22c6db1d7a3,60s,True,Android,evening,11,1.49,64.17396052303432,0,3.7721681157074842,0.49,13,39,0.514,5,28,0.7,8,44,0.747,16,38,0.736,5,25,0.678,19,39,0.733,3,10,0.741,0,26,0.0,19,25,0.725,17,4,0.895,2,15,0.72,3,31,0.482,12,15,0.539,17,23,1.0,13,6,0.57,1,31,0.622,LOW
701ae5c3-e372-4697-a9d3-05abe9165df2,40s,False,Android,morning,5,3.69,38.5,1,0.8,0.04,16,5,1.0,4,23,0.752,10,21,0.77,12,2,0.636,6,12,0.742,13,2,0.603,14,25,0.883,8,4,0.638,1,36,0.69,0,1,0.0,9,33,0.735,3,21,0.874,18,35,0.927,2,43,0.678,9,5,0.703,6,30,0.823,MID
c70633e7-415e-435a-9cdd-7381968b123c,60s,True,Android,afternoon,11,3.2,27.522406434527554,1,2.510630902957404,0.13,1,5,0.778,17,6,0.624,11,14,0.565,12,20,0.654,9,14,0.708,6,14,0.573,2,30,0.77,3,34,0.451,6,34,0.637,14,36,0.648,17,40,0.493,16,20,1.0,2,43,0.645,15,34,0.764,3,42,0.62,12,18,0.493,MID
8cf26e46-3684-42ab-a176-87b55aa57d8e,30s,False,iOS,night,8,2.34,7.7,0,4.15,0.56,1,42,0.459,12,22,0.52,7,42,1.0,18,4,0.681,18,5,0.563,7,31,0.47,18,7,0.498,14,39,0.708,3,1,0.864,3,38,0.749,13,24,0.478,8,10,0.708,17,38,0.913,1,12,0.653,14,2,0.749,9,1,0.659,HIGH
541f9bca-f785-4c9f-8ddc-af89f99bea68,60s,True,Android,morning,10,2.87,17.844964337599112,2,4.082196143748586,0.02,1,40,0.693,2,22,0.64,17,29,0.637,13,39,0.865,17,19,0.548,3,36,0.709,6,17,0.486,16,1,0.815,5,2,0.745,15,6,1.0,13,35,0.543,11,28,0.963,7,5,0.561,14,12,0.651,1,42,0.507,9,10,1.0,MID
37a593bf-86c9-40ad-91b7-acdf34bf9e8a,60s,True,Android,evening,10,0.88,24.12687849519037,1,0.4395074878569156,0.99,15,23,0.617,19,21,0.427,16,39,0.655,6,21,0.709,17,38,0.779,16,12,0.376,18,26,0.515,19,11,0.579,9,44,0.873,8,10,0.87,1,18,0.759,19,38,0.652,10,40,0.884,16,3,0.74,18,34,0.874,10,25,0.767,HIGH
0c556ac2-7711-4343-9b91-613a8223979a,70s,True,iOS,morning,3,2.98,8.707429138017426,1,4.280068857507298,0.81,6,19,0.917,12,16,0.819,15,26,0.9,7,12,0.641,7,6,0.553,8,25,0.532,18,31,0.782,14,9,0.456,5,32,0.464,5,38,0.607,2,19,0.734,8,6,0.581,14,20,0.87,3,19,0.903,4,37,0.304,14,14,0.77,MID
66e9adcd-7b34-415d-9ec2-d5d0f5c19848,60s,True,Android,afternoon,6,1.0,12.332311931494331,3,5.263060620508949,0.33,3,43,0.652,11,9,0.43,16,9,0.733,4,10,0.73,15,30,0.649,18,12,0.712,6,21,0.809,15,4,0.833,19,5,0.668,19,44,0.553,15,4,0.669,1,17,0.568,7,0,0.494,5,23,0.756,16,34,0.564,9,6,0.781,MID
c8635077-ba18-4c15-bd25-1dcfd3d7a42b,60s,True,iOS,evening,4,1.66,69.96475976435299,1,3.8975985009265313,0.82,18,44,0.608,7,30,0.538,0,23,0.0,4,10,0.665,0,21,0.0,14,22,0.625,7,31,0.601,5,43,0.503,10,3,0.646,3,27,0.607,4,8,0.586,7,15,0.572,8,37,0.855,14,23,0.494,4,25,0.876,4,26,0.846,LOW
9545642d-a600-4080-a155-efe663ad3b0f,40s,False,Android,night,6,1.24,7.9,1,2.12,0.72,13,34,0.56,13,28,0.546,17,25,0.683,13,5,0.769,9,21,0.451,0,17,0.0,5,7,0.713,18,37,0.753,7,42,0.569,9,38,0.85,19,15,0.574,16,16,0.937,5,18,0.573,13,1,0.497,14,27,0.773,5,23,0.805,HIGH
ce855883-54ff-4ed4-a6cb-ab3454771d9d,20s,False,Android,night,10,2.39,31.8,2,2.67,0.12,14,19,0.681,11,3,0.819,15,29,0.356,18,2,0.908,12,15,0.832,17,39,0.591,9,32,0.615,10,44,0.571,0,24,0.0,11,26,0.882,8,2,0.606,13,20,0.787,9,31,0.516,9,38,0.703,5,43,0.433,4,37,0.748,MID
1d2539c6-145c-4f9e-ae03-84d0b575f7ea,20s,False,Android,evening,1,3.23,4.2,1,4.97,0.29,16,37,0.776,8,44,0.76,5,26,0.718,6,0,0.837,17,32,0.756,12,18,0.767,13,16,0.534,19,12,0.85,5,32,0.828,8,21,0.726,1,7,0.822,18,19,0.691,11,30,0.939,0,33,0.0,7,9,0.773,10,39,0.577,HIGH
f87d7e66-797f-47fc-ad67-b7e658e35658,60s,True,iOS,night,8,0.88,27.55623006186814,2,2.9374482156214303,0.58,12,0,0.567,12,3,0.763,15,20,0.698,14,43,0.818,13,2,0.863,13,15,0.889,9,30,0.627,3,22,0.757,15,37,0.9,14,24,0.566,13,31,0.715,12,31,0.575,3,24,0.974,19,39,0.898,18,0,0.784,9,12,0.781,LOW
f9eff34c-be18-43bd-bc62-646efe1965bb,40s,False,iOS,morning,8,0.94,13.0,1,3.38,0.7,14,12,0.502,13,8,0.632,0,5,0.0,18,9,0.892,1,19,0.664,12,38,0.648,17,41,0.728,15,0,0.732,5,38,0.694,12,24,0.552,10,21,0.657,6,23,0.785,7,2,0.701,6,11,0.563,14,40,0.453,9,14,0.819,HIGH
334a8b0e-32ae-4ce0-b3d2-fe5ba48b29a8,70s,True,Android,evening,5,2.65,16.96072091544728,4,3.3526255140200707,0.35,17,9,0.518,4,27,0.846,8,0,0.715,10,16,0.531,3,1,0.607,14,27,0.624,16,37,0.787,11,42,0.506,17,17,0.978,16,4,0.764,2,0,0.864,2,6,0.635,13,7,0.466,14,11,0.686,16,42,0.886,14,19,0.543,LOW
eea7dbf1-f94f-4f1e-9b78-3b9f64ac8938,40s,False,iOS,afternoon,4,1.64,9.5,2,4.5,0.85,5,15,0.681,18,15,0.807,19,24,0.764,15,37,0.576,19,29,0.542,14,42,0.704,14,39,0.487,3,35,0.513,7,24,0.638,14,18,0.586,15,26,0.706,2,37,0.727,17,7,0.545,17,9,0.641,10,16,0.498,4,13,0.715,MID
b376b21c-15cf-4622-bed8-c51a29df2451,70s,True,Android,morning,3,1.23,52.68021624350755,3,0.9071521544252786,0.99,13,4,0.722,2,19,0.84,4,17,0.693,3,35,0.709,4,18,0.613,2,40,0.743,5,8,0.786,6,32,0.797,4,2,0.979,6,44,0.58,4,44,0.699,9,28,0.663,17,9,0.943,4,2,0.803,3,24,0.463,6,22,0.601,LOW
9698d86a-4f2b-43f3-8525-de03ea95dafd,70s,True,Android,night,3,2.8,21.145503244500226,2,5.165340073537616,0.06,16,41,0.518,10,40,0.604,1,21,0.705,3,23,0.653,4,3,0.496,15,30,0.611,19,33,0.611,17,22,0.896,7,14,0.812,19,23,0.957,11,44,0.936,5,27,0.722,6,29,0.427,13,33,0.468,18,25,0.729,6,26,0.699,LOW
ae6eaf0b-776a-4090-84c1-9f2cb5d934ac,30s,False,Android,night,3,3.11,23.8,2,3.7,0.58,6,3,0.846,11,41,0.618,12,5,0.602,8,27,0.679,12,24,0.582,7,22,0.667,4,4,0.608,18,41,0.573,4,16,0.779,19,17,0.708,1,5,0.9,4,31,0.797,2,14,0.631,11,7,0.441,0,3,0.0,19,29,0.57,MID
75f96a2a-253c-4af0-b430-20dec21a6827,60s,True,Android,night,8,1.9,23.960542732251437,3,2.4893700918244686,0.9,0,30,0.0,17,39,0.737,2,28,0.732,2,3,0.8,2,22,1.0,12,13,0.749,7,22,0.729,12,17,0.552,2,38,0.526,14,6,0.629,17,18,0.486,3,27,0.658,1,31,0.888,5,13,0.75,15,20,0.771,13,33,0.804,LOW
3d09d229-6e4a-4af1-9c3a-d326646a7d7a,70s,True,Android,morning,11,1.72,26.445852826462048,1,2.1386815214747634,0.39,14,42,0.577,3,36,0.842,2,29,0.534,12,39,0.741,1,7,0.88,1,36,0.565,3,23,0.597,8,33,0.848,13,34,0.718,11,28,0.446,1,6,0.724,11,2,0.791,14,34,0.855,4,24,0.737,8,40,0.769,8,23,0.947,MID
0574e6f5-792f-40de-ba6f-f7b24a80c7d0,60s,True,iOS,evening,8,3.34,64.49599899678688,1,3.492587113889486,0.17,9,3,0.892,16,44,0.734,6,27,0.711,15,37,0.647,5,24,0.866,18,14,0.573,0,39,0.0,15,14,0.71,4,13,0.579,13,41,0.715,11,28,0.748,2,0,0.786,2,6,0.431,9,29,0.662,11,3,0.689,8,11,0.648,LOW
97a59b8d-d22e-4157-971d-c94df910d487,70s,True,iOS,night,7,1.57,20.202275223611057,4,3.824805122821519,0.41,7,6,0.658,9,2,0.554,18,38,0.597,3,3,0.619,9,15,0.437,16,31,0.831,6,23,0.934,1,32,0.779,10,10,0.685,14,22,0.698,12,27,0.7,14,41,0.788,13,3,0.78,16,40,0.672,14,11,0.477,2,34,0.631,LOW
b10e4d23-4dd2-4db0-83f6-3c7389121855,60s,True,iOS,night,7,2.34,18.18909376298802,1,3.8660300213147587,0.53,17,5,0.724,18,1,0.75,8,40,0.864,16,0,0.577,13,34,0.813,12,21,0.433,7,9,0.928,17,4,0.715,14,7,0.661,1,6,0.506,9,7,0.655,3,6,0.531,7,20,0.637,13,29,0.742,17,29,0.826,17,42,0.49,MID
e77efaf9-6c4a-4caf-ab78-3624da01baca,30s,False,Android,afternoon,7,2.68,8.9,2,3.56,0.72,5,24,0.704,4,7,0.668,13,22,0.754,19,18,0.681,4,24,0.432,3,44,0.532,17,32,0.697,13,44,0.86,6,41,0.829,13,16,1.0,18,0,0.621,9,36,0.813,7,34,0.801,10,27,0.938,17,17,0.887,8,34,0.738,MID
f1cb9271-90da-4e40-b1cd-b438f614621f,20s,False,Android,night,4,1.34,29.7,0,2.94,0.27,5,28,0.774,3,13,0.723,2,4,0.716,14,32,0.947,17,20,0.741,10,4,0.71,11,36,0.673,18,6,0.66,13,41,0.528,14,39,0.692,3,20,0.869,7,9,0.617,9,42,1.0,18,41,0.377,4,2,0.768,0,7,0.0,MID
c2078d56-8634-4793-bfc6-8672a0b26811,60s,True,Android,afternoon,9,3.77,32.85906262777646,1,3.1831761080915615,0.23,14,6,0.665,12,8,0.642,3,3,0.459,6,35,0.711,1,35,0.63,0,34,0.0,19,14,0.583,10,17,0.844,5,26,0.698,10,33,0.503,7,23,0.705,3,2,0.522,3,16,0.907,10,16,0.755,14,26,0.523,1,35,0.628,MID
3392e2f7-0f4a-4980-92e3-332899733064,60s,True,iOS,afternoon,4,3.6,7.792911748432881,0,4.433368787323983,0.59,14,41,0.659,0,28,0.0,18,43,0.721,17,0,0.715,11,8,0.635,8,13,0.624,2,0,0.581,15,1,0.788,4,40,0.399,11,20,0.718,1,38,0.816,2,43,0.857,1,22,0.36,15,0,0.639,17,18,0.589,6,28,0.627,HIGH
